CONSECUTIVO;FECHA DE INSCRIPCION;DEPARTAMENTO DE INSCRIPCION;MUNICIPIO DE INSCRIPCION;CODIGO DIVIPOLA DEPARTAMENTO;CODIGO DIVIPOLA MUNICIPIO;NOMBRE DEL ESTABLECIMIENTO;DIRECCION;AREA;CORREO ELECTRONICO;PREPARACION ALIMENTOS;COMEDORES;EXPENDIO ALIMENTOS;GRANDES SUPERFICIES;ENSAMBLE ALIMENTOS;ALMACENAMIENTO;VENTA VIA PUBLICA;EXPENDIO BEBIDAS ALCOHOLICAS;PLAZAS DE MERCADO;EXPENDIO CARNES;LUGAR DE FUNCIONAMIENTO PARA EXPENDIOS Y ALMACENAMIENTO DE CARNES Y PRODUCTOS CARNICOS COMESTIBLES;INSPECCIONADO POR LA ENTIDAD TERRITORIAL DE SALUD;FECHA DE LA ULTIMA INSPECCION;CONCEPTO ANTERIOR;INSCRIPCION VIGENTE
2776;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;CHARCUTERIA Y CARNICERIA JOSUE;CARRERA 10 CALLE 26 # 9-83 ALTOS DEL ROSARIO;URBANA;gilma.parada@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;Independiente /;SI;05/17/2022 12:00:00 AM;FAVORABLE;SI
2777;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;CHICKENS VILLA;CARRERA 6 # 4-27 BARRIO EL CENTRO;URBANA;osrolon36@gmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/17/2022 12:00:00 AM;FAVORABLE;SI
2791;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;SARDINATA;54;720;FAROLES;CARRERA 4 N°6-19 B. SAN FRANCISCO;URBANA;araq16@hotmail.com;Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2794;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;RESTAURANTE ESCOLAR RURAL SEDE CAÑAHUATE;VEREDA CAÑAHUATE;RURAL;nober419@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO /;NO APLICA;SI;07/30/2019 12:00:00 AM;FAVORABLE;SI
2808;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;RESTAURANTE ESCOLAR SEDE TENCALA;VEREDA TENCALA;RURAL;colegiochichira@yahoo.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/17/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2876;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;CACHIRA;54;128;INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL ROSARIO;AVENIDA 5 # 7-17, BARRIO KENNEDY;URBANA;colrosariocachira@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/17/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2877;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;CACHIRA;54;128;INSTITUTO TECNICO AGRICOLA;KM 1, VIA A BUCARAMANGA;URBANA;ie.tecnicoagricola@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/17/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3018;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;TEORAMA;54;800;SEDE AIRES DEL CATATUMBO;VEREDA AIRES DEL CATATUMBO;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;05/15/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3019;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;TEORAMA;54;800;SEDE AIRES DEL CATATUMBO;VEREDA AIRES DEL CATATUMBO;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;05/15/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3020;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;TEORAMA;54;800;SEDE LA MURALLA;VEREDA LA MURALLA;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;05/22/2018 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3021;05/17/2022 12:00:00 AM;NORTE DE SANTANDER;TEORAMA;54;800;SEDE QUINCE LETRAS;VEREDA QUINCE LETRAS;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;05/16/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2807;05/18/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;RESTAURANTE ESCOLAR SE NEGAVITA;VEREDA NEGAVITA;RURAL;colegiochichira@yahoo.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/18/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2825;05/18/2022 12:00:00 AM;NORTE DE SANTANDER;TOLEDO;54;820;INSTITUCION EDUCATIVA RURAL PADRE LUIS ANTONIO ROJAS, SEDE PRINCIPAL;VEREDA ROMAN, I.E RURAL PADRE LUIS ANTONIO ROJAS;RURAL;cerplar@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;08/21/2019 12:00:00 AM;FAVORABLE;SI
2829;05/18/2022 12:00:00 AM;NORTE DE SANTANDER;TOLEDO;54;820;INSTITUTCION EDUCATIVA RURAL LA CAPILLA, SEDE PRINCIPAL;VEREDA LA CAPILLA;RURAL;cer.lacapillatoledo@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;4/04/2019 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2878;05/18/2022 12:00:00 AM;NORTE DE SANTANDER;LA ESPERANZA;54;385;CONDE SAN GERMAN;CARRERA 2 # 5-48, BARRIO SAN PEDRO CORREGIMIENTO PUEBLO NUEVO;RURAL;colconsanger@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/18/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2982;05/18/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONITA;54;520;RESTAURANTE ESCOLAR RURAL SEDE CAMILO DAZA;VEREDA SAN RAFAEL;RURAL;inspilar2013@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/20/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3078;05/18/2022 12:00:00 AM;NORTE DE SANTANDER;HACARI;54;344;HOGAR AGRUPADO MI PEQUEÑO MUNDO;KDX E3-280 BARRIO MIRAFLORES;URBANA;l.paola0422@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Otros /;SI;02/14/2020 12:00:00 AM;FAVORABLE;ACTIVO
2811;05/19/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;HOGAR DE BIENESTAR FAMILIAR FRESITAS;CALLE 1 CASA 9A EL PINAR;URBANA;gladyspna@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/19/2022 12:00:00 AM;FAVORABLE;SI
2803;6/02/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;CREMAS Y CREPES (SISTEMA DE ALIMENTACION HOSPITALARIA);CALLE 7 N 29-144 PRIMAVERA;URBANA;no tiene;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/17/2022 12:00:00 AM;FAVORABLE;SI
2816;05/19/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;HOGAR DE BIENESTAR FAMILIAR MUNDO MAGICO;CRA 9 # 3-47 BARRIO EL CAMELLON;URBANA;carmenteresafamilia@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/19/2022 12:00:00 AM;FAVORABLE;SI
2819;05/19/2022 12:00:00 AM;NORTE DE SANTANDER;TOLEDO;54;820;KINTA ANCESTRAL S.A.S;CARRERA 6 # 13-87 BARRIO EL CONTENTO;URBANA;kinta.ancestral@gmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA /;NO APLICA;SI;05/19/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2823;05/19/2022 12:00:00 AM;NORTE DE SANTANDER;SILOS;54;743;IER. BABEGA SEDE PALOMAR;VEREDA TUTEPA;RURAL;cerbabega20.14@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;09/24/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2862;05/19/2022 12:00:00 AM;NORTE DE SANTANDER;LOS PATIOS;54;405;DISCOTEK 7 PECADOS;AVENIDA 4 329-04 PATIO CENTRO;URBANA;marcelavega102017@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA;NO APLICA;SI;05/19/2022 12:00:00 AM;FAVORABLE;SI
2879;05/19/2022 12:00:00 AM;NORTE DE SANTANDER;LA ESPERANZA;54;385;EL TROPEZON;CORREGIMIENTO EL TROPEZON;RURAL;cereltropezon@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/19/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3010;05/19/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;RESTAURANTE BAR CHUMIS;KRA 7 # 8 35 CASA DE MERCADO CUBIERTO;URBANA;parragelvezluisalfonso@gmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;01/26/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3096;05/19/2022 12:00:00 AM;NORTE DE SANTANDER;HACARI;54;344;RESTAURANTE ESCOLAR IE SAN MIGUEL;URBANIZACION VILLA LOS PEREZ;URBANA;yurleygalvais78@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;3/09/2020 0:00;FAVORABLE;ACTIVO
2812;05/20/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;HOGAR DE BIENESTAR FAMILIAR PINOCHITOS;CRA 7# 1A-89 SALIDA AL ARENAL;URBANA;ludylozadav@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/20/2022 12:00:00 AM;FAVORABLE;SI
2815;05/20/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;HOGAR DE BIENESTAR FAMILIAR BOSQUESITOS;CLL 9AN 7 85 PRIMER PISO;URBANA;elianita0406@gmail,com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/20/2022 12:00:00 AM;FAVORABLE;SI
2880;05/20/2022 12:00:00 AM;NORTE DE SANTANDER;LA ESPERANZA;54;385;VIJAGUAL;VEREDA VIJAGUAL;RURAL;cervijagual@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/20/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3058;05/20/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO LOS BULLICIOSOS;CALLE 4B # 12-14 BARRIO NUEVA COLOMBIA;URBANA;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;10/05/2018 0:00;FAVORABLE;SI
3061;05/20/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO CAMINITO ALEGRE;KDX-13 VEREDA SANTA ROSA;RURAL;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3064;05/20/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO EL JARDIN;AVENIDA 11 KDX 109-6 BARRIO ALFONSO LOPEZ;URBANA;leidymove8020@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/04/2018 0:00;FAVORABLE;ACTIVO
3067;05/20/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO NUEVO AMANECER;CALLE 9 # 9-09 BARRIO BRISAS DE SANTANDER;URBANA;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/07/2018 0:00;FAVORABLE;ACTIVO
3070;05/20/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO LA ORQUIDEA;KDX 6 VEREDA SANTA ROSA;RURAL;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3071;05/20/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO NUEVAS EXPERIENCIAS;KDX 180-10 BARRIO LA AYALA;URBANA;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;11/06/2018 0:00;FAVORABLE;ACTIVO
3074;05/20/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO MIS AMIGUITOS;KDX-10 VEREDA AGUALASAL;RURAL;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
2795;05/23/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;RESTAURANTE ESCOLAR RURAL SEDE LA COLORADA;VEREDA LA COLORADA;RURAL;nober419@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO /;NO APLICA;SI;11/15/2018 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2796;05/23/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;RESTAURANTE ESCOLAR RURAL SEDE VEINTE DE JULIO;VEREDA VEINTE DE JULIO;RURAL;nober419@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO /;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2843;05/23/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;RESTAURANTE ESCOLAR RURAL SEDE PRINCIPAL SAN JOSE DE CALAZANS;VEREDA CAMILANDIA;RURAL;norber419@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;07/29/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3055;05/23/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO ALEGRES CAPULLITOS;MZ C LT 18 BARRIO ALTOS DE SAN ANTONIO;URBANA;aydeegalvisp@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;02/14/2019 12:00:00 AM;FAVORABLE;SI
3062;05/23/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO MI TIERNO ANGELITO;AVENIDA 2A # 2-70 BARRIO LA MILAGROSA;URBANA;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/13/2019 12:00:00 AM;FAVORABLE;ACTIVO
3063;05/23/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO CAMPANITAS;LOTE 285 BARRIO COLINAS;URBANA;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;10/03/2018 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3068;05/23/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO MI PRIMERA AVENTURA;AVENIDA 3 # 10-82 BARRIO EL TRIUNFO;URBANA;mari-movi1@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/15/2019 12:00:00 AM;FAVORABLE;ACTIVO
3069;05/23/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO MI PRIMERA ESTRELLA;KDX 24-1 BARRIO LA ALEJANDRA;URBANA;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;10/05/2018 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3072;05/23/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO CHIQUILLADAS;KDX 53 LA PISCINA 7 AGOSTO CORREGIMIENTO LA YE ASTILLEROS;RURAL;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
2792;05/24/2022 12:00:00 AM;NORTE DE SANTANDER;SARDINATA;54;720;HOGAR FAMI EL PROGRESO;CALLE 9 N°2-62 B- SAN FRANCISCO;URBANA;taniamarcela.eduard@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2844;05/24/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;RESTAURANTE ESCOLAR RURAL SEDE JORGE GAITAN DURAN;BARRIO LA ALEJANDRA;URBANA;norber419@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;9/12/2018 0:00;FAVORABLE CON REQUERIMIENTOS;SI
3059;05/24/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO LOS PITUFOS;KDX 12 SECTOR TOCAYOS, LA YE ASTILLEROS;RURAL;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
3066;05/24/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO PEQUEÑOS GIGANTES;AVENIDA 11 # 3N-151 BARRIO NUEVA COLOMBIA;URBANA;ismeldarosasortega@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;2/12/2019 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3075;05/24/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO LOS FUTUROS;CALLE KDX 29 PRECOZUL CORREGIMIENTO LA YE ASTILLEROS;RURAL;yeyu.2@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
2783;05/25/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;ARROZ PAISA EL ORIGINAL VILLA DEL ROSARIO;CARRERA 8 # 4-64 BARRIO EL CENTRO;URBANA;princessmile2009@hotmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/25/2022 12:00:00 AM;FAVORABLE;SI
2784;05/25/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;CHARCUTERIA MANDON;MZ J CASA 4 URB EL MORICHAL;URBANA;mirandamariaisasu@gmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/25/2022 12:00:00 AM;FAVORABLE;SI
2793;05/25/2022 12:00:00 AM;NORTE DE SANTANDER;SARDINATA;54;720;PANADERIA Y PASTELERIA DIVINO PAN DEL NORTE;CARRERA 7 N°5-60 B. CENTRO;URBANA;maylenj23@hotmail.com;Panadería y/o Pastelería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2797;05/25/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;RESTAURANTE ESCOLAR RURAL SEDE EL MESTIZO;VEREDA EL MESTIZO;RURAL;nober419@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO /;NO APLICA;SI;09/20/2019 12:00:00 AM;FAVORABLE;SI
2814;05/25/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;HOGAR DE BIENESTAR FAMILIAR PICAPIEDRAS;CALLE 7B#15-16 BR SIMON BOLIVAR;URBANA;mirianquintana@908gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;05/25/2022 12:00:00 AM;FAVORABLE;SI
2847;05/25/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;RESTAURANTE ESCOLAR RURAL SEDE LA RAMPACHADA;VEREDA LA RAMPACHADA;RURAL;nober419@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;07/30/2019 12:00:00 AM;FAVORABLE;SI
2848;05/25/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;RESTAURANTE ESCOLAR RURAL SEDE EL PROGRESO;VEREDA EL MESTIZO;RURAL;nober419@hotmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;2/08/2019 0:00;FAVORABLE;SI
3027;05/25/2022 12:00:00 AM;NORTE DE SANTANDER;HERRAN;54;377;SEDE RURAL LA TEJA INSTITUCION EDUCATIVA COLEGIO INTEGRADO PERPETUO SOCORRO;VEREDA LA TEJA, SEDE RURAL;RURAL;colpersoherran@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;05/25/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3056;05/25/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO CORAZONCITOS;AVENIDA 11 # 4-20 BARRIO SANTANDER;URBANA;no aplica;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;02/14/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
3057;05/25/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;HOGAR COMUNITARIO SNORQUEZ;CALLE 9 KDX 22 BARRIO BRISAS DE SANTANDER;URBANA;na;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;02/14/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
